round,id,score,position,services
71,4,31839.999643447987,3,"[{""lost"":36,""score"":7708.5710267429695,""stolen"":303,""shortname"":""SeaOfHackerz"",""totalScore"":6839.999643447987,""totalChecks"":71,""successfulChecks"":63},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
71,8,30443.34008117191,4,"[{""lost"":28,""score"":7176.571473280087,""stolen"":232,""shortname"":""SeaOfHackerz"",""totalScore"":6570.1006445521925,""totalChecks"":71,""successfulChecks"":65},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4788.732394366197,""totalChecks"":71,""successfulChecks"":68},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4084.5070422535214,""totalChecks"":71,""successfulChecks"":58},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
71,5,29271.36658099337,5,"[{""lost"":152,""score"":5320.474162289986,""stolen"":174,""shortname"":""SeaOfHackerz"",""totalScore"":4271.36658099337,""totalChecks"":71,""successfulChecks"":57},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
71,7,28219.02977414502,6,"[{""lost"":116,""score"":3686.3082897467175,""stolen"":6,""shortname"":""SeaOfHackerz"",""totalScore"":3219.029774145021,""totalChecks"":71,""successfulChecks"":62},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
71,3,27541.525558090365,7,"[{""lost"":227,""score"":2541.5255580903645,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":2541.5255580903645,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
71,2,27536.481284272853,8,"[{""lost"":227,""score"":2536.481284272854,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":2536.481284272854,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
71,1,27531.385119618382,9,"[{""lost"":227,""score"":2531.3851196183837,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":2531.3851196183837,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
71,0,27445.603766558837,10,"[{""lost"":234,""score"":2445.6037665588383,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":2445.6037665588383,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":71,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
140,1,24605.03580497433,9,"[{""lost"":590,""score"":779.2328964741654,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":779.2328964741654,""totalChecks"":140,""successfulChecks"":140},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":140,""successfulChecks"":140},{""lost"":30,""score"":4578.064918814908,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4578.064918814908,""totalChecks"":140,""successfulChecks"":140},{""lost"":57,""score"":4247.737989685257,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4247.737989685257,""totalChecks"":140,""successfulChecks"":140},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":51,""successfulChecks"":51},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":51,""successfulChecks"":51}]"
140,0,24522.883289636116,10,"[{""lost"":598,""score"":729.7646045671587,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":729.7646045671587,""totalChecks"":140,""successfulChecks"":140},{""lost"":1,""score"":4983.229490168752,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":4983.229490168752,""totalChecks"":140,""successfulChecks"":140},{""lost"":30,""score"":4578.249116557299,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4578.249116557299,""totalChecks"":140,""successfulChecks"":140},{""lost"":58,""score"":4231.640078342904,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4231.640078342904,""totalChecks"":140,""successfulChecks"":140},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":51,""successfulChecks"":51},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":51,""successfulChecks"":51}]"
72,6,33064.73042189804,1,"[{""lost"":13,""score"":8539.126329068518,""stolen"":324,""shortname"":""SeaOfHackerz"",""totalScore"":8064.730421898045,""totalChecks"":72,""successfulChecks"":68},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
72,9,32277.424054776413,2,"[{""lost"":55,""score"":7593.833796288429,""stolen"":287,""shortname"":""SeaOfHackerz"",""totalScore"":7277.424054776411,""totalChecks"":72,""successfulChecks"":69},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
72,4,31867.721919102605,3,"[{""lost"":37,""score"":7726.18715899043,""stolen"":308,""shortname"":""SeaOfHackerz"",""totalScore"":6867.721919102604,""totalChecks"":72,""successfulChecks"":64},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
72,8,30353.371339929203,4,"[{""lost"":28,""score"":7203.677825377313,""stolen"":236,""shortname"":""SeaOfHackerz"",""totalScore"":6603.371339929203,""totalChecks"":72,""successfulChecks"":66},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":4930.555555555556,""totalChecks"":72,""successfulChecks"":71},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4791.666666666667,""totalChecks"":72,""successfulChecks"":69},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4027.777777777778,""totalChecks"":72,""successfulChecks"":58},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
72,5,29308.360523247167,5,"[{""lost"":153,""score"":5348.309615065447,""stolen"":178,""shortname"":""SeaOfHackerz"",""totalScore"":4308.360523247166,""totalChecks"":72,""successfulChecks"":58},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
72,7,28211.517812391634,6,"[{""lost"":118,""score"":3670.306071304727,""stolen"":6,""shortname"":""SeaOfHackerz"",""totalScore"":3211.517812391636,""totalChecks"":72,""successfulChecks"":63},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
72,3,27507.110823829596,7,"[{""lost"":232,""score"":2507.1108238295956,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":2507.1108238295956,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
72,2,27502.1417633042,8,"[{""lost"":232,""score"":2502.1417633042024,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":2502.1417633042024,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
72,1,27497.119153610845,9,"[{""lost"":232,""score"":2497.1191536108436,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":2497.1191536108436,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
72,0,27412.187463160502,10,"[{""lost"":239,""score"":2412.187463160504,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":2412.187463160504,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":72,""successfulChecks"":72},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
141,6,36997.97185847147,1,"[{""lost"":26,""score"":10377.947686470856,""stolen"":748,""shortname"":""SeaOfHackerz"",""totalScore"":9789.127959578893,""totalChecks"":141,""successfulChecks"":133},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":141,""successfulChecks"":141},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":141,""successfulChecks"":141},{""lost"":0,""score"":7304.997745046426,""stolen"":175,""shortname"":""MaScroll-2"",""totalScore"":7304.997745046426,""totalChecks"":141,""successfulChecks"":141},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":52,""successfulChecks"":52},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4903.846153846153,""totalChecks"":52,""successfulChecks"":51}]"
141,4,35702.609836021256,2,"[{""lost"":73,""score"":9088.32060132276,""stolen"":673,""shortname"":""SeaOfHackerz"",""totalScore"":8443.758856548095,""totalChecks"":141,""successfulChecks"":131},{""lost"":0,""score"":5016.770509831248,""stolen"":1,""shortname"":""ArcaneLink"",""totalScore"":5016.770509831248,""totalChecks"":141,""successfulChecks"":141},{""lost"":0,""score"":7242.080469641915,""stolen"":163,""shortname"":""MaScroll-1"",""totalScore"":7242.080469641915,""totalChecks"":141,""successfulChecks"":141},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":141,""successfulChecks"":141},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":52,""successfulChecks"":52},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":52,""successfulChecks"":52}]"
